date,donee,donee_url,description,program_area,focus,amount
12/2015,Vermont Sustainable Jobs Fund,http://www.vsjf.org,"To develop and launch a local food campaign designed to increase purchasing of Vermont-produced foods by Vermont consumers, including institutions.",Regional Food Systems,,"$75,000"
12/2015,Washington Toxics Coalition,http://www.watoxics.org,"To promote health-based policies on toxic flame retardants and support administrative actions on other toxic chemicals in Washington State; play a key role in the national Mind the Store campaign, support meaningful chemicals policy reform at the federal level, and carry out and release scientific studies to move the policy debate forward.",Health and Environment,,"$215,000"
11/2015,Vermont Sustainable Jobs Fund,http://www.vsjf.org,To support student scholarships for the Food Hub Management Certificate Program at the University of Vermont.,Regional Food Systems,,"$15,000"
10/2015,Healthy Babies Bright Futures,http://www.hbbf.org,To support the expenses of the new Bright Cities director.,Health and Environment,Healthy Babies Bright Futures,"$75,000"
09/2015,Alaska Community Action on Toxics,http://www.akaction.org,To win systemic changes that will eliminate exposures of Alaskan families to toxic chemicals through the twin strategies of market shifts and policy reform.,Health and Environment,,"$75,000"
09/2015,Intervale Center,http://www.intervale.org,"To create business relationships between Vermont farmers and food producers and Sodexo, the University of Vermonts food service management company.",Regional Food Systems,,"$50,000"
09/2015,National Sustainable Agriculture Coalition,http://www.sustainableagriculture.net/,To support local and regional food system development in New England and nationwide through the successful implementation of new federal food safety regulations.,Regional Food Systems,,"$40,000"
09/2015,Chambers for Innovation and Clean Energy,http://chambersforinnovation.com,To enable Massachusetts chambers of commerce to invest in and support clean energy.,Clean Energy,Increase Efficiency/Renewables,"$75,000"
09/2015,Clean Production Action,http://www.cleanproduction.org,"To provide general support for foundational work in assessing and comparing the environmental performance of chemicals; and developing analyses, tools, and messages that engage businesses as partners in the push for safer manufacturing processes and products.",Health and Environment,,"$110,000"
09/2015,Clean Water Fund,http://www.cleanwaterfund.org,To support a coalition of groups working to monetize carbon in Massachusetts.,Clean Energy,Reduce Fossil Fuel Use,"$75,000"
09/2015,Coalition for Green Capital,http://www.coalitionforgreencapital.com,To create “green bank” institutions in five New England states.,Clean Energy,Increase Efficiency/Renewables,"$75,000"
09/2015,Coming Clean,http://www.comingcleaninc.org,"To mobilize the Coming Clean network to develop and implement strategies that hold industry accountable for threats posed by toxic chemicals, and to instigate changes in the way chemicals are used in the marketplace.",Health and Environment,,"$175,000"
09/2015,Conservation Law Foundation,http://www.clf.org,To make New England a coal-free zone and ensure that the proposed buildout of natural gas is consistent with meeting New Englands climate goals.,Clean Energy,Reduce Fossil Fuel Use,"$150,000"
09/2015,Energize Rhode Island Coalition,http://www.energizeri.org,To implement a price on fossil fuels that accounts for the carbon pollution those fuels create and by reinvesting the revenue in Rhode Islands economy to create jobs.,Clean Energy,Reduce Fossil Fuel Use,"$50,000"
09/2015,Energy Action Network,http://www.eanvt.org/,To transform Vermonts energy system to one based on efficiency and renewable energy.,Clean Energy,Increase Efficiency/Renewables,"$50,000"
09/2015,Good Shepherd Food Bank,http://gsfb.org,To support efforts to regionalize the Mainers Feeding Mainers (MFM) model by supporting other New England food banks in increasing their sourcing of regional food.,Regional Food Systems,,"$25,000"
09/2015,Health Care Without Harm,http://www.noharm.org,To leverage the individual and aggregate purchasing power of the health care sector to support the development of a resilient and strong New England food system.,Regional Food Systems,,"$135,000"
09/2015,Health Care Without Harm,http://www.noharm.org,"To work with hospitals in Massachusetts and New Hampshire to invest in energy efficiency and clean energy, and to recruit health care representatives as champions for clean energy policy.",Clean Energy,Increase Efficiency/Renewables,"$125,000"
09/2015,Healthy Building Network,http://www.healthybuilding.net,To embed environmental health priorities into the growing number of health-based green building initiatives.,Health and Environment,,"$250,000"
09/2015,NECEC Institute,http://www.necec.org/,To elevate the clean energy and mainstream business voice in support of clean energy and climate policies throughout the Northeast.,Clean Energy,Increase Efficiency/Renewables,"$125,000"
09/2015,Northeast States for Coordinated Air Use Management,http://www.nescaum.org,To accelerate deployment of electric vehicles in New England by supporting the eight-state Zero Emissions Vehicle Initiative designed to put 3.3 million electric vehicles on the road by 2030.,Clean Energy,Transportation,"$75,000"
09/2015,Northeast Sustainable Agriculture Working Group,http://www.nesawg.org,To undertake a strategic planning process that will help clarify NESAWG’s role in the evolving regional farm and food sector.,Regional Food Systems,,"$35,000"
09/2015,Rhode Island Food Policy Council,http://www.rifoodcouncil.org,To expand the scope and reach of a food system database for Rhode Island and coordinate with efforts to share food system data across New England.,Health and Environment,,"$35,000"
09/2015,RTI International,http://www.rti.org,To continue planning a voluntary newborn screening program in North Carolina and Wisconsin that would offer screening for congenital conditions including Fragile X.,Developmental Disabilities,Research to Clinical Practice Program,"$220,000"
09/2015,University of Delaware,http://www.ceoe.udel.edu/research/affiliated-programs/wind-power-program,To promote development of offshore wind power in Massachusetts.,Clean Energy,Increase Efficiency/Renewables,"$55,000"
09/2015,Vermont Public Interest Research and Education Fund,http://www.vpirg.org,To put a price on carbon pollution in Vermont.,Clean Energy,Reduce Fossil Fuel Use,"$75,000"
08/2015,The Kohala Center,http://www.kohalacenter.org,To enable sustainable agriculture and food systems advocates to attend the National Association of State Directors of Agriculture annual meeting.,Regional Food Systems,,"$3,000"
08/2015,University of Vermont Extension,http://www.uvm.edu/extension/,To convene the University of Vermont and University of New Hampshire co-op extension to develop a plan for combining forces in the coming year to more efficiently and effectively assist vegetable growers in the two states.,Regional Food Systems,,"$15,000"
